station,x,y,z_base,z_crest
91.2198697068404,71.80288021742363,30.46877733815903,-26.000500000000002,0.0
91.2698697068404,71.82239673121121,30.422743593970964,-26.01585,0.0
91.3198697068404,71.84188373218063,30.37669734865594,-26.0312,0.0
91.3698697068404,71.8613412123244,30.330638621134995,-26.046550000000003,0.0
91.4198697068404,71.8807691636472,30.28456743033432,-26.0619,0.0
91.4698697068404,71.90016757816578,30.238483795185193,-26.07725,0.0
91.5,71.91184291071961,30.21070752537889,-26.086499999999997,0.0
91.5198697068404,71.9195364479091,30.192387734624017,-26.0926,0.0
91.5698697068404,71.9388757649182,30.146279267592302,-26.10795,0.0
91.6198697068404,71.95818552124629,30.10015841303666,-26.123300000000004,0.0
91.6698697068404,71.97746570895872,30.054025189908785,-26.138650000000002,0.0
91.7198697068404,71.996716320133,30.007879617165457,-26.154,0.0
92.0,72.10402249238037,29.749116632570875,-26.24,0.0
92.5,72.29323922987659,29.286303311477052,-26.39333333333333,0.0
93.0,72.47948534805667,28.82228657967369,-26.546666666666667,0.0
93.5,72.66275319383544,28.357085504186745,-26.7,0.0
94.0,72.84303523650867,27.890719200708276,-26.85333333333333,0.0
94.5,73.0203240680625,27.423206832811033,-27.006666666666664,0.0
95.0,73.19461240347783,26.954567611161,-27.16,0.0
95.5,73.36589308102972,26.484820792727955,-27.313333333333333,0.0
96.0,73.53415906258162,26.01398567999423,-27.466666666666665,0.0
96.5,73.6994034338746,25.54208162016152,-27.619999999999997,0.0
97.0,73.86161940481145,25.069128004355896,-27.773333333333333,0.0
97.5,74.02080030973572,24.595144266830975,-27.926666666666666,0.0
98.0,74.1769396077056,24.120149884169354,-28.08,0.0
98.5,74.33003088276271,23.644164374482354,-28.233333333333334,0.0
99.0,74.48006784419573,23.167207296607888,-28.386666666666667,0.0
99.5,74.62704432679887,22.68929824930682,-28.54,0.0
100.0,74.77095429112525,22.210456870457644,-28.69333333333333,0.0
100.5,74.91179182373506,21.730702836249502,-28.846666666666668,0.0
101.0,75.04955113743851,21.2500558603737,-29.0,0.0
101.5,75.18422657153369,20.76853569321361,-29.0,0.0
102.0,75.31581259203912,20.286162121033144,-29.0,0.0
102.5,75.44430379192123,19.80295496516367,-29.0,0.0
103.0,75.5696948913164,19.31893408118957,-29.0,0.0
103.5,75.69198073774808,18.834119358132288,-29.0,0.0
104.0,75.81115630633839,18.348530717633174,-29.0,0.0
104.5,75.92721670001468,17.862188113134753,-29.0,0.0
105.0,76.04015714971068,17.37511152906088,-29.0,0.0
105.5,76.14997301456253,16.887320979995565,-29.0,0.0
106.0,76.25665978209946,16.398836509860512,-29.0,0.0
106.5,76.36021306842922,15.909678191091514,-29.0,0.0
107.0,76.46062861841816,15.419866123813643,-29.0,0.0
107.5,76.55790230586616,14.929420435015311,-29.0,0.0
108.0,76.65203013367618,14.438361277721231,-29.0,0.0
108.5,76.7430082340184,13.946708830164285,-29.0,0.0
109.0,76.83083286848931,13.454483294956432,-29.0,0.0
109.5,76.91550042826518,12.961704898258482,-29.0,0.0
110.0,76.99700743425045,12.468393888949018,-29.0,0.0
110.5,77.07535053722063,11.974570537792346,-29.0,0.0
111.0,77.15052651795995,11.480255136605528,-29.0,0.0
111.5,77.22253228739368,10.985467997424587,-29.0,0.0
112.0,77.29136488671499,10.490229451669842,-29.0,0.0
112.5,77.35702148750656,9.994559849310466,-29.0,0.0
113.0,77.41949939185682,9.498479558028297,-29.0,0.0
113.5,77.47879603247081,9.002008962380883,-29.0,0.0
114.0,77.53490897277564,8.50516846296385,-29.0,0.0
114.5,77.58783590702066,8.007978475572685,-29.0,0.0
115.0,77.63757466037215,7.510459430363718,-29.0,0.0
